In,Start Time,Frequency,MAC Address,Total Bytes Sent,Total Bytes Received,Total Time,Exec Time
2300,1575670513786,2300.014,ea:7a:36:2c:c6:ce,90.00B,90.00B,26.058231592178345,20.051440715789795
2300,1575670514156,2300.016,5a:d3:6c:84:ad:10,90.00B,90.00B,26.12437343597412,20.117459058761597
2300,1575670514206,2300.016,5e:e4:d3:d6:81:f8,90.00B,90.00B,26.10775589942932,20.10086441040039
2300,1575670514215,2300.014,72:73:5a:a0:03:af,90.00B,90.00B,26.114266872406006,20.10732364654541
2300,1575670514202,2300.016,8a:3f:58:04:18:5f,90.00B,90.00B,26.189067840576172,20.18216347694397
2300,1575670514276,2300.016,86:0b:52:96:f9:4f,90.00B,90.00B,26.13289189338684,20.125990390777588
2300,1575670514266,2300.014,0a:1e:b5:cd:df:34,90.00B,90.00B,26.171287059783936,20.165717363357544
2300,1575670514369,2300.014,92:ee:ff:15:21:bd,90.00B,90.00B,26.126569986343384,20.119603633880615
2300,1575670514264,2300.014,62:36:cd:15:77:5b,90.00B,176.00B,28.270623922348022,22.263726949691772
2300,1575670514193,2300.016,2e:8d:5f:d9:99:4e,180.00B,90.00B,28.425652503967285,22.41875147819519
2300,1575670514233,2300.016,1e:c2:53:7d:6b:b7,180.00B,90.00B,28.39153480529785,22.384580373764038
2300,1575670514239,2300.016,56:f0:67:b0:61:35,90.00B,90.00B,28.25622820854187,22.249369144439697
2300,1575670514136,2300.014,c2:2b:34:1a:41:65,90.00B,90.00B,28.33518075942993,22.328280687332153
2300,1575670514227,2300.016,1e:1c:5e:b5:b9:6a,90.00B,90.00B,28.425495624542236,22.423309087753296
2300,1575670514261,2300.014,02:8b:a3:58:01:9c,90.00B,90.00B,28.563458919525146,22.55622100830078
